PI517,*/C(=C/CC*)C,4105.429818
PI518,*CC/C=C(\*)C,4186.093683
PI519,*CC/C=C(/*)Cl,2545.973223
PI520,*CC/C=C(\*)Cl,2471.870685
PI521,*CC(*)C=C,3955.765384
PI522,*CCC=C(*)C,4096.184263
PI524,*OCC*,4088.15244
PI525,*OC(C*)C,3764.333756
PI526,*CC(CCl)O*,2407.237421
PI527,*CCCCO*,4477.077549
PI528,*Oc1c(cc(cc1C)*)C,3039.04925
PI529,*Oc1c(OC)cc(*)cc1OC,2788.068296
PI530,*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,2827.191457
PI531,*C(=O)OCCOC(=O)c1ccc(*)o1,2517.37182
PI532,*CCOCCOC(=O)c1cccc(C(=O)O*)c1,2859.136843
PI533,*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,2804.016286
PI534,*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,2887.275862
PI535,*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,2724.886448
PI536,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,2427.274907
PI537,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,2734.316531
PI538,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,2661.595925
PI539,*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,3237.442814
PI540,*CC1CC(*)OC(CCC)O1,3695.460001
PI541,*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,2729.519537
PI542,*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,2399.122479
PI543,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,2293.553644
PI544,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,2957.604914
PI545,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,2564.448152
PI546,*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,2665.666947
PI547,*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,2422.87838
PI548,*CCOCC(=O)O*,2964.249851
PI549,*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,2890.489966
