PI103,*C(C*)c1c(cccc1)C(=O)OCC(C)C,3448.876191
PI104,*C(C*)c1c(cccc1)C(=O)OCCCCC,3559.569038
PI105,*C(C*)c1c(cccc1)C(=O)OCCC(C)C,3468.131177
PI106,*C(C*)c1c(cccc1)C(=O)OCCCCCC,3656.146851
PI107,*C(C*)c1c(cccc1)C(=O)Oc1ccccc1,2937.125391
PI108,*C(C*)c1c(cccc1)C(=O)OCCN(C)C,3418.275782
PI109,*C(C*)c1ccc(cc1)C(=O)OCCN(C)C,3424.152291
PI110,*C(C*)c1c(cccc1)OC,3252.219225
PI111,*C(C*)c1c(cccc1)Cl,2637.162367
PI112,*C(C*)c1c(cccc1)F,2914.615125
PI113,*C(C*)c1cc(ccc1)C,3365.37924
PI114,*C(C*)c1cc(ccc1)CC,3644.67395
PI115,*C(C*)c1cc(ccc1)c1ccc(cc1)c1ccccc1,3107.60159
PI116,*C(C*)c1cc(ccc1)Cl,2631.87146
PI117,*C(C*)c1cc(ccc1)F,2988.320841
PI118,*C(C*)c1ccc(cc1)C,3405.834541
PI119,*C(C*)c1ccc(cc1)CC,3639.535808
PI120,*C(C*)c1ccc(cc1)C(C)C,3783.635741
PI121,*C(C*)c1ccc(cc1)CCCC,3950.672266
PI122,*C(C*)c1ccc(cc1)C(C)(C)C,3683.540865
PI123,*C(C*)c1ccc(cc1)C(CC)C,3683.098958
PI124,*C(C*)c1ccc(cc1)CCCCCC,3991.91917
PI125,*C(C*)c1ccc(cc1)CCCCCCCC,4309.825015
PI126,*C(C*)c1ccc(cc1)CCCCCCCCC,4097.77956
PI127,*C(C*)c1ccc(cc1)CCCCCCCCCC,4096.026209
PI128,*C(C*)c1ccc(cc1)CCCCCCCCCCCC,4305.991263
PI129,*C(C*)c1ccc(cc1)CCCCCCCCCCCCCC,4251.318954
PI130,*C(C*)c1ccc(cc1)CCCCCCCCCCCCCCCC,4263.048307
PI131,*C(C*)c1ccc(cc1)CCCCCCCCCCCCCCCCCC,4290.125194
PI132,*C(C*)c1ccc(cc1)c1ccccc1,3208.670512
PI133,*C(C*)c1ccc(cc1)COCCOCC,3692.314957
PI134,*C(C*)c1ccc(cc1)C#N,2929.300864
PI135,*C(C*)c1ccc(cc1)Cl,2594.282235
PI136,*C(C*)c1ccc(cc1)Br,1950.132787
PI137,*C(C*)c1ccc(cc1)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2030.549998
PI138,*C(C*)c1ccc(cc1)C(=NO)C,3303.287877
PI139,*C(C*)c1ccc(cc1)C(O)(C)C,3602.546473
PI140,*C(C*)c1ccc(cc1)C(CC)(O)C,3962.917553
PI141,*C(C*)c1ccc(cc1)C(CCC)(O)C,3604.936405
PI142,*C(C*)c1ccc(cc1)C(CCCC)(O)C,3833.423706
PI143,*C(C*)c1ccc(cc1)C(CCCCC)(O)C,3980.241411
PI144,*C(C*)c1ccc(cc1)C(CCN(C)C)O,3810.623422
PI145,*C(C*)c1ccc(cc1)C(CCN1CCCCC1)O,3830.802006
PI146,*C(C*)c1ccc(cc1)C(CCN1CCOCC1)O,3542.365618
PI147,*C(C*)c1ccc(cc1)COC,3576.60546
PI148,*C(C*)c1ccc(cc1)COCCO,3461.2575
PI149,*C(C*)c1ccc(cc1)COCCC,3640.349855
PI150,*C(C*)c1ccc(cc1)COCCCC,3851.075543
PI151,*C(C*)c1ccc(cc1)COCCCCO,3639.334731
PI152,*C(C*)c1ccc(cc1)COC(CC)C,3820.680244
PI153,*C(C*)c1ccc(cc1)COCCCCCC,3925.515112
PI154,*C(C*)c1ccc(cc1)COCCOCCCC,3808.373398
PI155,*C(C*)c1ccc(cc1)C(=O)N(C)C,3196.024919
PI156,*C(C*)c1ccc(cc1)C(=O)N(CC)CC,3416.54375
PI157,*C(C*)c1ccc(cc1)C(=O)N1CCCCC1,3381.843681
PI158,*C(C*)c1ccc(cc1)C(=O)CCN1CCCCC1,3479.075374
PI159,*C(C*)c1ccc(cc1)C(=O)N1CCOCC1,3197.303891
PI160,*C(C*)c1ccc(cc1)C(=O)OC,3074.650943
PI161,*C(C*)c1ccc(cc1)C(=O)OCC,3211.083979
PI162,*C(C*)c1ccc(cc1)C(=O)OCCC,3376.651566
PI163,*C(C*)c1ccc(cc1)C(=O)OC(C)C,3253.670667
PI164,*C(C*)c1ccc(cc1)C(=O)OCCCC,3428.596722
PI165,*C(C*)c1ccc(cc1)C(=O)OCC(C)C,3346.147342
PI166,*C(C*)c1ccc(cc1)C(=O)OCCCCCC,3578.445341
PI167,*C(C*)c1ccc(cc1)C(=O)CC,3423.444859
PI168,*C(C*)c1ccc(cc1)C(=O)CCC,3588.819217
PI169,*C(C*)c1ccc(cc1)C(=O)CCCC,3606.522412
PI170,*C(C*)c1ccc(cc1)C(=O)CCCCC,3704.789293
PI171,*C(C*)c1ccc(cc1)C(=O)CCCCCCC,3864.024252
PI172,*C(C*)c1ccc(cc1)C(=O)Cc1ccccc1,3169.686861
PI173,*C(C*)c1ccc(cc1)C(=O)c1ccccc1,3058.256174
PI174,*C(C*)c1ccc(cc1)C(=O)c1ccc(cc1)C,3105.836674
PI175,*C(C*)c1ccc(cc1)F,2908.635479
PI176,*C(C*)c1ccc(cc1)I,1579.107875
PI177,*C(C*)c1ccc(cc1)N(C)C,3539.94619
PI178,*C(C*)c1ccc(cc1)OC,3275.472921
PI179,*C(C*)c1ccc(cc1)OCC,3475.003339
PI180,*C(C*)c1ccc(cc1)OCCC,3602.091447
PI181,*C(C*)c1ccc(cc1)OCCCC,3758.506945
PI182,*C(C*)c1ccc(cc1)OCCC(C)C,3696.091273
PI183,*C(C*)c1ccc(cc1)Oc1ccccc1,3026.416502
PI184,*C(C*)c1ccc(cc1)c1ccc(cc1)c1ccccc1,3131.460362
PI185,*C(C*)c1ccc(cc1)S(=O)(=O)OCCC,2913.770066
PI186,*C(C*)c1c(cccc1Cl)Cl,2211.203437
PI187,*C(C*)c1c(cc(cc1)C)C,3492.04605
PI188,*C(C*)c1c(cc(cc1)C(C)C)C(C)C,3743.22618
PI189,*C(C*)c1c(cc(cc1)F)C,3080.248365
PI190,*C(C*)c1c(cc(cc1)Cl)C,2719.939263
PI191,*C(C*)c1c(cc(cc1)Cl)Cl,2132.59294
PI192,*C(C*)c1c(ccc(c1)C)C,3524.353879
PI193,*C(C*)c1c(ccc(c1)C(C)(C)C)C,3729.167385
PI194,*C(C*)c1c(ccc(c1)C(C)C)C(C)C,3748.268404
